port,requests_per_second,unique_payloads,port_commonality,is_scanning,is_exploit,is_bruteforce,time_of_day,day_of_week,attack_type,threat_level
21,0.07,4,1.0,0,0,0,17,4,FTP Attack,4.0
8080,0.37,5,0.3,0,1,0,17,4,IoT Exploit,9.0
21,0.03,4,1.0,0,0,0,17,4,FTP Attack,4.0
27017,0.07,3,0.3,0,0,0,17,4,MongoDB Attack,6.0
3306,0.04,4,1.0,0,0,0,17,4,MySQL Attack,3.0
6379,0.45,4,1.0,0,0,0,17,4,Redis Attack,3.0
3306,0.52,4,1.0,0,0,0,17,4,MySQL Attack,3.0
53,492.92,2,0.3,0,0,0,17,4,DNS Amplification,3.0
23,0.03,4,1.0,0,0,1,17,4,Telnet Brute Force,9.0
800,12.36,0,0.3,1,0,0,17,4,Port Scan,6.0
53,1946.89,2,0.3,0,0,0,17,4,DNS Amplification,3.0
139,0.1,5,0.3,0,1,0,17,4,SMB Exploit,10.0
21,0.47,4,1.0,0,0,0,17,4,FTP Attack,4.0
139,0.38,5,0.3,0,1,0,17,4,SMB Exploit,10.0
445,0.05,5,0.3,0,1,0,17,4,SMB Exploit,10.0
22,0.07,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
3389,0.08,3,1.0,0,0,1,17,4,RDP Brute Force,8.0
9000,0.38,5,0.3,0,1,0,17,4,IoT Exploit,9.0
6379,0.24,4,1.0,0,0,0,17,4,Redis Attack,3.0
22,5.28,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
3306,0.39,4,1.0,0,0,0,17,4,MySQL Attack,3.0
120,81.24,0,0.3,1,0,0,17,4,Port Scan,6.0
21,0.71,4,1.0,0,0,0,17,4,FTP Attack,4.0
3389,0.09,3,1.0,0,0,1,17,4,RDP Brute Force,8.0
727,9.72,0,0.3,1,0,0,17,4,Port Scan,6.0
139,0.31,5,0.3,0,1,0,17,4,SMB Exploit,10.0
3389,0.02,3,1.0,0,0,1,17,4,RDP Brute Force,10.0
718,22.35,0,0.3,1,0,0,17,4,Port Scan,6.0
8554,0.28,5,0.3,0,1,0,17,4,IoT Exploit,10.0
445,0.7,5,0.3,0,1,0,17,4,SMB Exploit,10.0
27017,0.15,3,0.3,0,0,0,17,4,MongoDB Attack,3.0
6379,0.18,4,1.0,0,0,0,17,4,Redis Attack,3.0
443,0.03,6,1.0,0,0,0,17,4,HTTP Web Scan,6.0
139,1.04,5,0.3,0,1,0,17,4,SMB Exploit,10.0
6379,0.16,4,1.0,0,0,0,17,4,Redis Attack,3.0
3306,0.27,4,1.0,0,0,0,17,4,MySQL Attack,3.0
53,3822.5,2,0.3,0,0,0,17,4,DNS Amplification,3.0
139,1.36,5,0.3,0,1,0,17,4,SMB Exploit,10.0
5432,0.07,3,1.0,0,0,0,17,4,PostgreSQL Attack,3.0
139,0.24,5,0.3,0,1,0,17,4,SMB Exploit,10.0
3306,0.11,4,1.0,0,0,0,17,4,MySQL Attack,3.0
445,0.24,5,0.3,0,1,0,17,4,SMB Exploit,10.0
22,0.19,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
21,0.46,4,1.0,0,0,0,17,4,FTP Attack,4.0
443,0.06,6,1.0,0,0,0,17,4,HTTP Web Scan,6.0
3389,0.2,3,1.0,0,0,1,17,4,RDP Brute Force,8.0
3306,0.39,4,1.0,0,0,0,17,4,MySQL Attack,3.0
445,0.51,5,0.3,0,1,0,17,4,SMB Exploit,10.0
27017,0.26,3,0.3,0,0,0,17,4,MongoDB Attack,3.0
80,0.15,6,1.0,0,0,0,17,4,HTTP Web Scan,6.0
53,1892.92,2,0.3,0,0,0,17,4,DNS Amplification,3.0
21,0.38,4,1.0,0,0,0,17,4,FTP Attack,4.0
443,0.14,6,1.0,0,0,0,17,4,HTTP Web Scan,6.0
22,0.13,8,1.0,0,0,1,17,4,SSH Brute Force,10.0
22,0.07,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
70,4.27,0,0.3,1,0,0,17,4,Port Scan,9.0
3389,0.03,3,1.0,0,0,1,17,4,RDP Brute Force,8.0
3389,0.04,3,1.0,0,0,1,17,4,RDP Brute Force,8.0
22,0.22,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
6379,2.44,4,1.0,0,0,0,17,4,Redis Attack,3.0
22,0.16,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
23,0.02,4,1.0,0,0,1,17,4,Telnet Brute Force,9.0
3306,0.28,4,1.0,0,0,0,17,4,MySQL Attack,3.0
21,0.2,4,1.0,0,0,0,17,4,FTP Attack,4.0
23,0.07,4,1.0,0,0,1,17,4,Telnet Brute Force,9.0
8554,0.51,5,0.3,0,1,0,17,4,IoT Exploit,9.0
80,4.95,6,1.0,0,0,0,17,4,HTTP Web Scan,6.0
23,0.67,4,1.0,0,0,1,17,4,Telnet Brute Force,9.0
21,0.14,4,1.0,0,0,0,17,4,FTP Attack,4.0
22,0.57,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
53,2542.42,2,0.3,0,0,0,17,4,DNS Amplification,3.0
443,0.17,6,1.0,0,0,0,17,4,HTTP Web Scan,6.0
554,0.4,5,0.3,0,1,0,17,4,IoT Exploit,9.0
3389,0.01,3,1.0,0,0,1,17,4,RDP Brute Force,8.0
8443,0.62,6,0.3,0,0,0,17,4,HTTP Web Scan,6.0
80,0.5,6,1.0,0,0,0,17,4,HTTP Web Scan,6.0
8080,0.85,6,0.3,0,0,0,17,4,HTTP Web Scan,6.0
80,0.11,6,1.0,0,0,0,17,4,HTTP Web Scan,6.0
22,0.02,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
8080,0.95,6,0.3,0,0,0,17,4,HTTP Web Scan,6.0
3389,0.02,3,1.0,0,0,1,17,4,RDP Brute Force,8.0
23,0.05,4,1.0,0,0,1,17,4,Telnet Brute Force,9.0
3389,0.02,3,1.0,0,0,1,17,4,RDP Brute Force,8.0
3389,0.36,3,1.0,0,0,1,17,4,RDP Brute Force,8.0
53,297.1,2,0.3,0,0,0,17,4,DNS Amplification,3.0
80,0.33,6,1.0,0,0,0,17,4,HTTP Web Scan,6.0
22,1.33,8,1.0,0,0,1,17,4,SSH Brute Force,10.0
8080,0.6,6,0.3,0,0,0,17,4,HTTP Web Scan,6.0
22,0.05,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
3389,0.16,3,1.0,0,0,1,17,4,RDP Brute Force,8.0
6379,0.84,4,1.0,0,0,0,17,4,Redis Attack,3.0
3306,1.36,4,1.0,0,0,0,17,4,MySQL Attack,3.0
6379,1.29,4,1.0,0,0,0,17,4,Redis Attack,3.0
22,0.09,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
667,21.2,0,0.3,1,0,0,17,4,Port Scan,6.0
21,0.22,4,1.0,0,0,0,17,4,FTP Attack,4.0
27017,0.12,3,0.3,0,0,0,17,4,MongoDB Attack,3.0
766,9.34,0,0.3,1,0,0,17,4,Port Scan,6.0
8080,0.05,6,0.3,0,0,0,17,4,HTTP Web Scan,6.0
6379,0.48,4,1.0,0,0,0,17,4,Redis Attack,6.0
5432,0.02,3,1.0,0,0,0,17,4,PostgreSQL Attack,6.0
131,41.04,0,0.3,1,0,0,17,4,Port Scan,6.0
139,0.17,5,0.3,0,1,0,17,4,SMB Exploit,10.0
5432,0.08,3,1.0,0,0,0,17,4,PostgreSQL Attack,3.0
469,24.81,0,0.3,1,0,0,17,4,Port Scan,6.0
53,599.75,2,0.3,0,0,0,17,4,DNS Amplification,3.0
6379,1.29,4,1.0,0,0,0,17,4,Redis Attack,6.0
9000,0.03,5,0.3,0,1,0,17,4,IoT Exploit,9.0
53,131.82,2,0.3,0,0,0,17,4,DNS Amplification,3.0
139,0.99,5,0.3,0,1,0,17,4,SMB Exploit,10.0
53,1143.88,2,0.3,0,0,0,17,4,DNS Amplification,3.0
445,0.04,5,0.3,0,1,0,17,4,SMB Exploit,10.0
3389,0.06,3,1.0,0,0,1,17,4,RDP Brute Force,8.0
6379,0.06,4,1.0,0,0,0,17,4,Redis Attack,3.0
139,0.29,5,0.3,0,1,0,17,4,SMB Exploit,10.0
139,0.64,5,0.3,0,1,0,17,4,SMB Exploit,10.0
22,0.15,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
22,0.26,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
139,0.79,5,0.3,0,1,0,17,4,SMB Exploit,10.0
6379,0.13,4,1.0,0,0,0,17,4,Redis Attack,3.0
8080,0.06,6,0.3,0,0,0,17,4,HTTP Web Scan,6.0
53,837.69,2,0.3,0,0,0,17,4,DNS Amplification,3.0
172,10.98,0,0.3,1,0,0,17,4,Port Scan,9.0
22,0.16,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
27017,0.29,3,0.3,0,0,0,17,4,MongoDB Attack,3.0
882,31.32,0,0.3,1,0,0,17,4,Port Scan,6.0
139,1.88,5,0.3,0,1,0,17,4,SMB Exploit,10.0
445,0.13,5,0.3,0,1,0,17,4,SMB Exploit,10.0
3389,0.53,3,1.0,0,0,1,17,4,RDP Brute Force,8.0
939,29.41,0,0.3,1,0,0,17,4,Port Scan,6.0
27017,4.0,3,0.3,0,0,0,17,4,MongoDB Attack,3.0
22,0.06,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
21,0.19,4,1.0,0,0,0,17,4,FTP Attack,4.0
3389,0.07,3,1.0,0,0,1,17,4,RDP Brute Force,8.0
21,0.23,4,1.0,0,0,0,17,4,FTP Attack,4.0
23,0.09,4,1.0,0,0,1,17,4,Telnet Brute Force,9.0
793,13.25,0,0.3,1,0,0,17,4,Port Scan,6.0
8080,0.13,6,0.3,0,0,0,17,4,HTTP Web Scan,6.0
22,0.7,8,1.0,0,0,1,17,4,SSH Brute Force,10.0
3306,0.22,4,1.0,0,0,0,17,4,MySQL Attack,3.0
21,0.47,4,1.0,0,0,0,17,4,FTP Attack,7.0
3389,0.03,3,1.0,0,0,1,17,4,RDP Brute Force,8.0
8554,0.32,5,0.3,0,1,0,17,4,IoT Exploit,9.0
3306,0.33,4,1.0,0,0,0,17,4,MySQL Attack,3.0
554,0.16,5,0.3,0,1,0,17,4,IoT Exploit,9.0
445,0.62,5,0.3,0,1,0,17,4,SMB Exploit,10.0
3306,0.24,4,1.0,0,0,0,17,4,MySQL Attack,3.0
443,0.06,6,1.0,0,0,0,17,4,HTTP Web Scan,6.0
23,0.09,4,1.0,0,0,1,17,4,Telnet Brute Force,9.0
5432,0.16,3,1.0,0,0,0,17,4,PostgreSQL Attack,3.0
22,0.09,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
22,0.22,8,1.0,0,0,1,17,4,SSH Brute Force,10.0
22,0.33,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
215,99.0,0,0.3,1,0,0,17,4,Port Scan,6.0
200,1.95,0,0.3,1,0,0,17,4,Port Scan,6.0
27017,0.11,3,0.3,0,0,0,17,4,MongoDB Attack,3.0
3389,0.03,3,1.0,0,0,1,17,4,RDP Brute Force,8.0
22,0.01,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
443,1.12,6,1.0,0,0,0,17,4,HTTP Web Scan,6.0
991,21.83,0,0.3,1,0,0,17,4,Port Scan,6.0
23,0.08,4,1.0,0,0,1,17,4,Telnet Brute Force,9.0
21,0.16,4,1.0,0,0,0,17,4,FTP Attack,4.0
651,15.41,0,0.3,1,0,0,17,4,Port Scan,6.0
3306,0.55,4,1.0,0,0,0,17,4,MySQL Attack,3.0
5432,0.33,3,1.0,0,0,0,17,4,PostgreSQL Attack,3.0
3306,0.32,4,1.0,0,0,0,17,4,MySQL Attack,3.0
21,0.18,4,1.0,0,0,0,17,4,FTP Attack,4.0
21,0.08,4,1.0,0,0,0,17,4,FTP Attack,4.0
6379,0.27,4,1.0,0,0,0,17,4,Redis Attack,3.0
445,1.32,5,0.3,0,1,0,17,4,SMB Exploit,10.0
3306,0.26,4,1.0,0,0,0,17,4,MySQL Attack,3.0
22,0.46,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
3389,0.05,3,1.0,0,0,1,17,4,RDP Brute Force,8.0
23,0.07,4,1.0,0,0,1,17,4,Telnet Brute Force,9.0
445,0.03,5,0.3,0,1,0,17,4,SMB Exploit,10.0
22,0.11,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
5432,0.84,3,1.0,0,0,0,17,4,PostgreSQL Attack,3.0
3389,0.02,3,1.0,0,0,1,17,4,RDP Brute Force,8.0
8443,0.06,6,0.3,0,0,0,17,4,HTTP Web Scan,6.0
3389,0.07,3,1.0,0,0,1,17,4,RDP Brute Force,8.0
3389,0.17,3,1.0,0,0,1,17,4,RDP Brute Force,8.0
973,37.85,0,0.3,1,0,0,17,4,Port Scan,6.0
50,47.04,0,0.3,1,0,0,17,4,Port Scan,6.0
9000,0.31,5,0.3,0,1,0,17,4,IoT Exploit,9.0
291,17.12,0,0.3,1,0,0,17,4,Port Scan,6.0
21,0.09,4,1.0,0,0,0,17,4,FTP Attack,4.0
139,0.06,5,0.3,0,1,0,17,4,SMB Exploit,10.0
8443,0.36,6,0.3,0,0,0,17,4,HTTP Web Scan,6.0
21,0.07,4,1.0,0,0,0,17,4,FTP Attack,4.0
22,0.33,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
22,0.62,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
975,12.71,0,0.3,1,0,0,17,4,Port Scan,6.0
23,0.05,4,1.0,0,0,1,17,4,Telnet Brute Force,9.0
3306,0.52,4,1.0,0,0,0,17,4,MySQL Attack,3.0
8443,0.41,6,0.3,0,0,0,17,4,HTTP Web Scan,6.0
27017,0.71,3,0.3,0,0,0,17,4,MongoDB Attack,3.0
22,0.1,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
22,0.09,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
80,0.14,6,1.0,0,0,0,17,4,HTTP Web Scan,6.0
3306,0.38,4,1.0,0,0,0,17,4,MySQL Attack,6.0
8080,0.24,6,0.3,0,0,0,17,4,HTTP Web Scan,6.0
755,51.17,0,0.3,1,0,0,17,4,Port Scan,6.0
21,2.35,4,1.0,0,0,0,17,4,FTP Attack,4.0
23,0.01,4,1.0,0,0,1,17,4,Telnet Brute Force,9.0
567,69.28,0,0.3,1,0,0,17,4,Port Scan,6.0
22,0.03,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
6379,0.54,4,1.0,0,0,0,17,4,Redis Attack,3.0
23,0.06,4,1.0,0,0,1,17,4,Telnet Brute Force,9.0
23,0.25,4,1.0,0,0,1,17,4,Telnet Brute Force,9.0
6379,0.54,4,1.0,0,0,0,17,4,Redis Attack,6.0
8080,0.37,6,0.3,0,0,0,17,4,HTTP Web Scan,6.0
80,0.15,6,1.0,0,0,0,17,4,HTTP Web Scan,6.0
5432,0.26,3,1.0,0,0,0,17,4,PostgreSQL Attack,3.0
21,0.22,4,1.0,0,0,0,17,4,FTP Attack,4.0
1009,11.44,0,0.3,1,0,0,17,4,Port Scan,6.0
53,195.67,2,0.3,0,0,0,17,4,DNS Amplification,3.0
8443,0.18,6,0.3,0,0,0,17,4,HTTP Web Scan,6.0
21,0.22,4,1.0,0,0,0,17,4,FTP Attack,4.0
846,78.12,0,0.3,1,0,0,17,4,Port Scan,6.0
3306,0.17,4,1.0,0,0,0,17,4,MySQL Attack,3.0
466,37.99,0,0.3,1,0,0,17,4,Port Scan,6.0
22,0.04,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
23,0.03,4,1.0,0,0,1,17,4,Telnet Brute Force,9.0
3389,0.04,3,1.0,0,0,1,17,4,RDP Brute Force,8.0
22,0.12,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
614,31.18,0,0.3,1,0,0,17,4,Port Scan,6.0
8080,0.06,6,0.3,0,0,0,17,4,HTTP Web Scan,6.0
8443,1.23,6,0.3,0,0,0,17,4,HTTP Web Scan,6.0
22,0.46,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
8443,9.47,6,0.3,0,0,0,17,4,HTTP Web Scan,6.0
21,0.08,4,1.0,0,0,0,17,4,FTP Attack,4.0
139,0.15,5,0.3,0,1,0,17,4,SMB Exploit,10.0
3306,0.24,4,1.0,0,0,0,17,4,MySQL Attack,3.0
22,0.67,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
8080,0.05,6,0.3,0,0,0,17,4,HTTP Web Scan,6.0
23,0.02,4,1.0,0,0,1,17,4,Telnet Brute Force,9.0
3306,0.37,4,1.0,0,0,0,17,4,MySQL Attack,3.0
22,0.11,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
139,0.11,5,0.3,0,1,0,17,4,SMB Exploit,10.0
21,0.32,4,1.0,0,0,0,17,4,FTP Attack,4.0
6379,0.14,4,1.0,0,0,0,17,4,Redis Attack,3.0
443,1.35,6,1.0,0,0,0,17,4,HTTP Web Scan,6.0
999,11.47,0,0.3,1,0,0,17,4,Port Scan,6.0
80,3.58,6,1.0,0,0,0,17,4,HTTP Web Scan,6.0
22,2.86,8,1.0,0,0,1,17,4,SSH Brute Force,8.0
8443,1.59,6,0.3,0,0,0,17,4,HTTP Web Scan,6.0
8443,1.32,6,0.3,0,0,0,17,4,HTTP Web Scan,6.0
53,319.67,2,0.3,0,0,0,17,4,DNS Amplification,3.0
21,0.38,4,1.0,0,0,0,18,4,FTP Attack,4.0
3306,0.29,4,1.0,0,0,0,18,4,MySQL Attack,3.0
22,0.32,8,1.0,0,0,1,18,4,SSH Brute Force,8.0
3306,0.35,4,1.0,0,0,0,18,4,MySQL Attack,3.0
5432,0.06,3,1.0,0,0,0,18,4,PostgreSQL Attack,3.0
21,0.21,4,1.0,0,0,0,18,4,FTP Attack,4.0
21,0.28,4,1.0,0,0,0,18,4,FTP Attack,4.0
3389,0.03,3,1.0,0,0,1,18,4,RDP Brute Force,8.0
27017,0.35,3,0.3,0,0,0,18,4,MongoDB Attack,6.0
23,0.06,4,1.0,0,0,1,18,4,Telnet Brute Force,9.0
820,744.55,0,0.3,1,0,0,18,4,Port Scan,6.0
21,0.16,4,1.0,0,0,0,18,4,FTP Attack,4.0
80,0.73,6,1.0,0,0,0,18,4,HTTP Web Scan,6.0
960,41.71,0,0.3,1,0,0,18,4,Port Scan,6.0
6379,0.21,4,1.0,0,0,0,18,4,Redis Attack,3.0
3389,0.07,3,1.0,0,0,1,18,4,RDP Brute Force,10.0
3389,0.01,3,1.0,0,0,1,18,4,RDP Brute Force,8.0
8554,0.15,5,0.3,0,1,0,18,4,IoT Exploit,9.0
8443,2.1,6,0.3,0,0,0,18,4,HTTP Web Scan,6.0
22,0.69,8,1.0,0,0,1,18,4,SSH Brute Force,8.0
139,0.39,5,0.3,0,1,0,18,4,SMB Exploit,10.0
6379,0.47,4,1.0,0,0,0,18,4,Redis Attack,3.0
139,0.27,5,0.3,0,1,0,18,4,SMB Exploit,10.0
3389,0.12,3,1.0,0,0,1,18,4,RDP Brute Force,8.0
8443,0.17,6,0.3,0,0,0,18,4,HTTP Web Scan,6.0
139,2.23,5,0.3,0,1,0,18,4,SMB Exploit,10.0
297,46.48,0,0.3,1,0,0,18,4,Port Scan,6.0
6379,0.15,4,1.0,0,0,0,18,4,Redis Attack,3.0
3389,0.02,3,1.0,0,0,1,18,4,RDP Brute Force,8.0
23,0.01,4,1.0,0,0,1,18,4,Telnet Brute Force,9.0
22,0.65,8,1.0,0,0,1,18,4,SSH Brute Force,8.0
80,1.31,6,1.0,0,0,0,18,4,HTTP Web Scan,6.0
21,0.2,4,1.0,0,0,0,18,4,FTP Attack,4.0
139,2.11,5,0.3,0,1,0,18,4,SMB Exploit,10.0
80,4.7,6,1.0,0,0,0,18,4,HTTP Web Scan,6.0
23,0.01,4,1.0,0,0,1,18,4,Telnet Brute Force,9.0
251,23.37,0,0.3,1,0,0,18,4,Port Scan,6.0
139,0.12,5,0.3,0,1,0,18,4,SMB Exploit,10.0
445,0.06,5,0.3,0,1,0,18,4,SMB Exploit,10.0
445,0.96,5,0.3,0,1,0,18,4,SMB Exploit,10.0
3389,0.01,3,1.0,0,0,1,18,4,RDP Brute Force,8.0
139,0.83,5,0.3,0,1,0,18,4,SMB Exploit,10.0
5432,0.01,3,1.0,0,0,0,18,4,PostgreSQL Attack,3.0
496,19.81,0,0.3,1,0,0,18,4,Port Scan,6.0
443,2.17,6,1.0,0,0,0,18,4,HTTP Web Scan,6.0
3306,0.43,4,1.0,0,0,0,18,4,MySQL Attack,3.0
3389,0.02,3,1.0,0,0,1,18,4,RDP Brute Force,10.0
139,0.35,5,0.3,0,1,0,18,4,SMB Exploit,10.0
554,0.28,5,0.3,0,1,0,18,4,IoT Exploit,9.0
23,0.08,4,1.0,0,0,1,18,4,Telnet Brute Force,9.0
23,0.01,4,1.0,0,0,1,18,4,Telnet Brute Force,9.0
6379,0.3,4,1.0,0,0,0,18,4,Redis Attack,3.0
80,0.15,6,1.0,0,0,0,18,4,HTTP Web Scan,6.0
3389,0.03,3,1.0,0,0,1,18,4,RDP Brute Force,8.0
8443,0.03,6,0.3,0,0,0,18,4,HTTP Web Scan,6.0
80,0.02,6,1.0,0,0,0,18,4,HTTP Web Scan,6.0
3389,0.01,3,1.0,0,0,1,18,4,RDP Brute Force,8.0
303,65.47,0,0.3,1,0,0,18,4,Port Scan,6.0
21,2.87,4,1.0,0,0,0,18,4,FTP Attack,4.0
21,0.13,4,1.0,0,0,0,18,4,FTP Attack,4.0
21,0.34,4,1.0,0,0,0,18,4,FTP Attack,4.0
11,32.75,0,0.3,1,0,0,18,4,Port Scan,6.0
3389,0.05,3,1.0,0,0,1,18,4,RDP Brute Force,8.0
3306,0.16,4,1.0,0,0,0,18,4,MySQL Attack,6.0
22,0.2,8,1.0,0,0,1,18,4,SSH Brute Force,8.0
882,20.93,0,0.3,1,0,0,18,4,Port Scan,6.0
686,42.47,0,0.3,1,0,0,18,4,Port Scan,6.0
443,0.04,6,1.0,0,0,0,18,4,HTTP Web Scan,6.0
8080,0.86,5,0.3,0,1,0,18,4,IoT Exploit,10.0
623,34.81,0,0.3,1,0,0,18,4,Port Scan,6.0
3389,0.43,3,1.0,0,0,1,18,4,RDP Brute Force,8.0
22,0.02,8,1.0,0,0,1,18,4,SSH Brute Force,8.0
22,0.07,8,1.0,0,0,1,18,4,SSH Brute Force,8.0
6379,0.58,4,1.0,0,0,0,18,4,Redis Attack,3.0
22,0.43,8,1.0,0,0,1,18,4,SSH Brute Force,8.0
3389,0.03,3,1.0,0,0,1,18,4,RDP Brute Force,8.0
8080,0.05,5,0.3,0,1,0,18,4,IoT Exploit,9.0
3306,0.16,4,1.0,0,0,0,18,4,MySQL Attack,3.0
445,0.26,5,0.3,0,1,0,18,4,SMB Exploit,10.0
22,1.14,8,1.0,0,0,1,18,4,SSH Brute Force,8.0
23,0.01,4,1.0,0,0,1,18,4,Telnet Brute Force,9.0
22,0.09,8,1.0,0,0,1,18,4,SSH Brute Force,8.0
3306,0.22,4,1.0,0,0,0,18,4,MySQL Attack,3.0
22,0.05,8,1.0,0,0,1,18,4,SSH Brute Force,8.0
22,0.75,8,1.0,0,0,1,18,4,SSH Brute Force,8.0
613,9.0,0,0.3,1,0,0,18,4,Port Scan,6.0
22,0.32,8,1.0,0,0,1,18,4,SSH Brute Force,8.0
22,0.15,8,1.0,0,0,1,18,4,SSH Brute Force,8.0
443,0.82,6,1.0,0,0,0,18,4,HTTP Web Scan,6.0
8443,0.06,6,0.3,0,0,0,18,4,HTTP Web Scan,6.0
23,0.23,4,1.0,0,0,1,18,4,Telnet Brute Force,9.0
23,0.04,4,1.0,0,0,1,18,4,Telnet Brute Force,9.0
290,26.32,0,0.3,1,0,0,18,4,Port Scan,6.0
6379,1.81,4,1.0,0,0,0,18,4,Redis Attack,3.0
8443,1.05,6,0.3,0,0,0,18,4,HTTP Web Scan,9.0
3389,0.13,3,1.0,0,0,1,18,4,RDP Brute Force,8.0
274,83.0,0,0.3,1,0,0,18,4,Port Scan,6.0
3389,0.02,3,1.0,0,0,1,18,4,RDP Brute Force,8.0
27017,0.48,3,0.3,0,0,0,18,4,MongoDB Attack,3.0
443,2.24,6,1.0,0,0,0,18,4,HTTP Web Scan,6.0
252,69.14,0,0.3,1,0,0,18,4,Port Scan,6.0
3389,0.03,3,1.0,0,0,1,18,4,RDP Brute Force,8.0
3306,0.19,4,1.0,0,0,0,18,4,MySQL Attack,3.0
53,1267.14,2,0.3,0,0,0,18,4,DNS Amplification,3.0
546,2.49,0,0.3,1,0,0,18,4,Port Scan,9.0
445,0.23,5,0.3,0,1,0,18,4,SMB Exploit,10.0
139,0.01,5,0.3,0,1,0,18,4,SMB Exploit,10.0
23,0.12,4,1.0,0,0,1,18,4,Telnet Brute Force,9.0
445,0.13,5,0.3,0,1,0,18,4,SMB Exploit,10.0
3306,0.95,4,1.0,0,0,0,18,4,MySQL Attack,3.0
3389,0.13,3,1.0,0,0,1,18,4,RDP Brute Force,8.0
33,28.95,0,0.3,1,0,0,18,4,Port Scan,6.0
443,1.42,6,1.0,0,0,0,18,4,HTTP Web Scan,6.0
53,700.59,2,0.3,0,0,0,18,4,DNS Amplification,3.0
700,14.71,0,0.3,1,0,0,18,4,Port Scan,9.0
53,305.95,2,0.3,0,0,0,18,4,DNS Amplification,3.0
445,0.41,5,0.3,0,1,0,18,4,SMB Exploit,10.0
22,0.04,8,1.0,0,0,1,18,4,SSH Brute Force,8.0
8080,0.26,6,0.3,0,0,0,18,4,HTTP Web Scan,6.0
3389,0.01,3,1.0,0,0,1,18,4,RDP Brute Force,8.0
23,0.01,4,1.0,0,0,1,18,4,Telnet Brute Force,9.0
22,0.03,8,1.0,0,0,1,18,4,SSH Brute Force,8.0
22,0.02,8,1.0,0,0,1,18,4,SSH Brute Force,8.0
3389,0.1,3,1.0,0,0,1,18,4,RDP Brute Force,8.0
23,0.02,4,1.0,0,0,1,18,4,Telnet Brute Force,9.0
21,0.15,4,1.0,0,0,0,18,4,FTP Attack,4.0
499,7.66,0,0.3,1,0,0,18,4,Port Scan,6.0
445,0.16,5,0.3,0,1,0,18,4,SMB Exploit,10.0
23,0.01,4,1.0,0,0,1,18,4,Telnet Brute Force,9.0
27017,0.56,3,0.3,0,0,0,18,4,MongoDB Attack,3.0
698,13.74,0,0.3,1,0,0,18,4,Port Scan,6.0
22,0.2,8,1.0,0,0,1,18,4,SSH Brute Force,8.0
8443,0.03,6,0.3,0,0,0,18,4,HTTP Web Scan,9.0
1019,14.7,0,0.3,1,0,0,18,4,Port Scan,6.0
443,0.15,6,1.0,0,0,0,18,4,HTTP Web Scan,6.0
6379,1.51,4,1.0,0,0,0,18,4,Redis Attack,3.0
8443,0.05,6,0.3,0,0,0,18,4,HTTP Web Scan,6.0
3389,0.21,3,1.0,0,0,1,18,4,RDP Brute Force,8.0
80,1.6,6,1.0,0,0,0,18,4,HTTP Web Scan,9.0
5432,0.04,3,1.0,0,0,0,18,4,PostgreSQL Attack,3.0
6379,0.59,4,1.0,0,0,0,18,4,Redis Attack,3.0
8080,0.04,6,0.3,0,0,0,18,4,HTTP Web Scan,9.0
21,0.18,4,1.0,0,0,0,18,4,FTP Attack,4.0
21,0.68,4,1.0,0,0,0,18,4,FTP Attack,4.0
8443,0.05,6,0.3,0,0,0,18,4,HTTP Web Scan,6.0
994,26.36,0,0.3,1,0,0,18,4,Port Scan,6.0
3389,0.01,3,1.0,0,0,1,18,4,RDP Brute Force,8.0
3389,0.1,3,1.0,0,0,1,18,4,RDP Brute Force,8.0
405,6.92,0,0.3,1,0,0,18,4,Port Scan,6.0
451,3.46,0,0.3,1,0,0,18,4,Port Scan,6.0
3389,0.01,3,1.0,0,0,1,18,4,RDP Brute Force,8.0
8080,0.4,6,0.3,0,0,0,18,4,HTTP Web Scan,6.0
